"ts","EventID","FILE_PATH","PROCESS_ID","USER_NAME","Image","ProcessId","User","DestinationIp","DestinationPort","DestinationPortName","Protocol","SourcePort","ImageLoaded","Signature","SignatureStatus","Signed","TargetFileName","this"
"2024-12-10 13:01:14",,"C:\Windows\system32\svchost.exe",996,"NT AUTHORITY\SYSTEM",,,,,,,,,,,,,,"ee32550fa7a98aa9b90bb1d467583b9b"
"2024-12-10 13:01:14",,"C:\Windows\system32\backgroundTaskHost.exe",756,"HOMELAB\pparker",,,,,,,,,,,,,,"cdaf1808b351eb7666efda0967583b9b"
"2024-12-10 13:01:14",,"C:\Windows\system32\backgroundTaskHost.exe",10564,"HOMELAB\pparker",,,,,,,,,,,,,,"2420d366fbb0e7cbdc3fd71867583b9b"
"2024-12-10 13:01:14",,"C:\Windows\system32\backgroundTaskHost.exe",9052,"HOMELAB\pparker",,,,,,,,,,,,,,"4e797ebf3041b1a020039d6167583b9b"
"2024-12-10 12:56:42","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","152.199.4.33","443","https","tcp","49236",,,,,,"2e9c1c3c073cc4c859a0c72d67583a8a"
"2024-12-10 12:53:59",,"C:\Windows\system32\svchost.exe",8912,"NT AUTHORITY\SYSTEM",,,,,,,,,,,,,,"c6277a8b8a217131a6584001675839e8"
"2024-12-10 12:52:49",,"C:\Windows\system32\svchost.exe",6900,"NT AUTHORITY\SYSTEM",,,,,,,,,,,,,,"b6b8996158139fa20b34742a675839a2"
"2024-12-10 12:52:49",,"C:\Windows\system32\backgroundTaskHost.exe",7808,"HOMELAB\pparker",,,,,,,,,,,,,,"e2bb5bbf628fb25a5c680605675839a2"
"2024-12-10 12:52:49",,"C:\Windows\System32\RuntimeBroker.exe",4736,"HOMELAB\pparker",,,,,,,,,,,,,,"31f42b4a09d75ed5ee2e043b675839a2"
"2024-12-10 12:51:41","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","152.199.4.33","443","https","tcp","49230",,,,,,"c8ffec6dd35e2c2c466fe77b6758395d"
"2024-12-10 12:50:23","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","10.100.100.131","53","domain","udp","52008",,,,,,"f174fad35b0d7ac6991ccf336758390f"
"2024-12-10 12:50:23","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","10.100.100.131","53","domain","udp","52300",,,,,,"0abb06bebcdf5ac194e5ab4e6758390f"
"2024-12-10 12:50:23","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","152.199.4.33","443","https","tcp","49229",,,,,,"bcacaade38f8959164827a906758390f"
"2024-12-10 12:46:40","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","152.199.4.33","443","https","tcp","49228",,,,,,"991f378d1b044f35f805167d67583830"
"2024-12-10 12:41:39","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","10.100.100.131","53","domain","udp","51460",,,,,,"0085993768466a8f26e248f067583703"
"2024-12-10 12:41:39","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","10.100.100.131","53","domain","udp","57187",,,,,,"88dcec6cc372b9c19979150567583703"
"2024-12-10 12:41:39","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","152.199.4.33","443","https","tcp","49227",,,,,,"be9b052e434b7fa98fe791c067583703"
"2024-12-10 12:38:59",,"C:\Windows\system32\svchost.exe",10768,"NT AUTHORITY\SYSTEM",,,,,,,,,,,,,,"32dd8c018ac6fad5cb55d20f67583663"
"2024-12-10 12:38:27",,"C:\Windows\system32\sppsvc.exe",7612,"NT AUTHORITY\NETWORK SERVICE",,,,,,,,,,,,,,"c37686b719f38ae23d06c9f567583644"
"2024-12-10 12:37:35",,"C:\Windows\system32\wermgr.exe",10628,"NT AUTHORITY\SYSTEM",,,,,,,,,,,,,,"3bfe6c7e9e387ee0396919986758360f"
"2024-12-10 12:36:39","3",,,,"C:\Users\pparker\AppData\Local\Programs\Microsoft VS Code\Code.exe","3080","HOMELAB\pparker","10.100.100.131","53","domain","udp","64556",,,,,,"a16455aa86f19aaf160cbeaf675835d7"
